"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vx6";"Vy6";"Vx9";"Vy9";"Vx12";"Vy12";"Vx15";"Vy15";"Vx18";"Vy18";"maxO3v"
"19970415";96.8;7.8;11.2;16.5;17.2;14;0;0;0;0;0;1.87938524157182;0.684040286651337;4.33012701892219;2.5;5.19615242270663;3;4.49951326780578;5.36231110183285;5.14230087749231;6.12835554495182;90.8
"19970416";84;4.1;9.5;13.1;16.3;15.1;0;0;0;0;0;3.46410161513775;2;5;0;5.19615242270663;3;6.57784834550136;2.39414100327968;5;0;96.8
"19970417";89.8;6.2;10.7;14.2;15.7;12.9;0;1;2;2;0;4.33012701892219;2.5;6.06217782649107;3.5;6.57784834550136;2.39414100327968;6.89365427108546;1.21553724366851;5.90884651807325;-1.04188906600158;84
"19970418";108.6;4.7;12.6;15.8;17.8;16.6;0;0;0;0;0;1.5;2.59807621135332;6;0;6.89365427108546;-1.21553724366851;4.69846310392954;1.71010071662834;4.69846310392954;1.71010071662834;89.8
"19970419";90;5.3;10.7;12;13.1;10.6;0;1;7;7;8;1.87938524157182;0.684040286651337;7.51754096628727;2.73616114660535;4.69846310392954;1.71010071662834;7.79422863405995;4.5;5.36231110183285;4.49951326780577;108.6
"19970420";103.8;2.8;8;10.9;12.6;11.9;0;1;0;0;0;2.57115043874616;3.06417777247591;8.86326977710987;1.56283359900237;8.45723358707318;3.07818128993102;6.92820323027551;4;6.06217782649107;3.5;90
"19970421";97.8;1.7;9.4;11.8;13;10.3;0;0;0;0;0;1.92836282905962;2.29813332935693;2.59807621135332;1.5;1.71010071662834;4.69846310392954;1.04188906600158;5.90884651807325;1.21553724366851;6.89365427108546;103.8
"19970422";104.2;0;10;13.6;14.4;12.6;0;1;1;5;6;-0.766044443118978;0.642787609686539;2.59807621135332;1.5;0.984807753012208;0.17364817766693;1.5;2.59807621135332;2;3.46410161513775;97.8
"19970423";96;1.7;11.1;15.2;16.4;15.2;1;2;3;4;6;-0.866025403784439;0.5;0.684040286651338;-1.87938524157182;-2.59807621135332;1.5;-0.347296355333861;1.96961550602442;0.17364817766693;0.984807753012208;104.2
"19970424";82.6;3.8;14.6;17.9;18.9;16.5;0;1;6;5;5;0;0;2.44929359829471e-16;-4;-1.71010071662834;-4.69846310392954;-4.59626665871387;-3.85672565811924;-3.75877048314363;-1.36808057330268;96
"19970425";62;8.8;12;12.6;13.8;14.9;8;7;8;8;6;-0.342020143325669;-0.939692620785908;-3.2139380484327;-3.83022221559489;-2.57115043874616;-3.06417777247591;-4.33012701892219;-2.5;-2.57115043874616;-3.06417777247591;82.6
"19970426";65.8;10.8;11.8;16.1;16.8;14.5;7;8;6;7;7;-0.520944533000791;-2.95442325903662;-1.21553724366851;-6.89365427108546;-6.06217782649107;-3.5;-6.57784834550136;-2.39414100327968;-5.63815572471545;-2.05212085995401;62
"19970427";64.4;10;11.8;15.1;17.4;15.9;7;7;7;4;7;-2;-2.44929359829471e-16;-1.5;2.59807621135332;-3.85672565811924;4.59626665871387;-2.59807621135332;1.5;-5.90884651807325;-1.04188906600158;65.8
"19970428";61.4;13.7;15.9;17;16.5;15.5;7;8;8;8;5;-3.93923101204883;-0.694592710667723;-4.92403876506104;-0.868240888334654;-6.92820323027551;4;-7.51754096628727;2.73616114660535;-5.63815572471545;2.05212085995401;64.4
"19970429";70;11.2;13.7;15.8;16.7;14.8;7;7;7;6;2;-3.46410161513775;2;-4.49951326780578;5.36231110183285;-3.5;6.06217782649107;-3.5;6.06217782649107;-2.05212085995402;5.63815572471545;61.4
"19970430";86.4;7.2;13.8;19.5;20.3;18.3;9;1;3;2;3;-1.53208888623796;1.28557521937308;1.73205080756888;-1;3;0;1.92836282905962;2.29813332935693;2.57115043874616;3.06417777247591;70
"19970603";72.6;10.2;15.9;19.2;20.7;19.5;1;4;3;4;1;-1.28557521937308;-1.53208888623796;-1.28557521937308;-1.53208888623796;-1.92836282905962;-2.29813332935693;-4.33012701892219;-2.5;-1.53208888623796;-1.28557521937308;76.2
"19970604";79.2;10.9;20.3;22.6;24.9;24.4;2;7;7;5;5;0;0;2.81907786235773;-1.02606042997701;2.29813332935693;-1.92836282905962;2.95442325903662;-0.520944533000791;2.81907786235773;1.02606042997701;72.6
"19970605";80;17.7;20.2;21;18.5;18;6;7;7;6;7;2.81907786235773;-1.02606042997701;2;-3.46410161513775;3.2139380484327;-3.83022221559489;-4.5;-7.79422863405995;-2.05212085995401;-5.63815572471545;79.2
"19970606";73.4;16.6;20.6;24.7;27.8;25.8;7;8;6;4;7;1.71010071662834;-4.69846310392954;-2.05212085995401;-5.63815572471545;4.89858719658941e-16;-8;-3.42020143325669;-9.39692620785909;-3.5;-6.06217782649107;80
"19970607";55.4;17;18.8;20.1;22.8;21.9;8;7;7;6;2;2.44929359829471e-16;-4;-2.05212085995401;-5.63815572471545;-6.92820323027551;-4;-3.2139380484327;-3.83022221559489;-3.93923101204883;-0.694592710667723;73.4
"19970608";58.2;15.6;13.4;18.4;21.4;19.9;2;7;6;3;2;-1.71010071662834;-4.69846310392954;-5.90884651807325;-1.04188906600158;-4.92403876506104;-0.868240888334654;-6.06217782649107;-3.5;-4.33012701892219;-2.5;55.4
"19970609";70.2;12.8;15.9;21.2;23;23.1;9;6;7;6;6;0.17364817766693;-0.984807753012208;1.87938524157182;-0.684040286651337;2.59807621135332;-1.5;2.95442325903662;-0.520944533000791;3.93923101204883;-0.694592710667721;58.2
"19970610";81.6;18.5;20.3;19.9;23.1;23.5;7;8;8;7;8;5;0;4.33012701892219;-2.5;4.33012701892219;-2.5;2.57115043874616;-3.06417777247591;0.694592710667722;-3.93923101204883;70.2
"19970611";73;16.2;19;17.6;21.7;19.3;8;7;8;6;6;1.96961550602442;-0.347296355333861;1.22464679914735e-16;-2;-1.92836282905962;-2.29813332935693;-5.36231110183285;-4.49951326780578;-4.59626665871387;-3.85672565811924;81.6
"19970612";96;15.9;17.5;20.8;21;19.6;8;7;7;6;6;-1.5;-2.59807621135332;-3.2139380484327;-3.83022221559489;-4.92403876506104;-0.868240888334654;-6.12835554495182;-5.14230087749232;-3.83022221559489;-3.2139380484327;73
"19970613";97.8;15.9;18.3;17.6;16.9;17.6;7;7;8;8;8;-1.5;-2.59807621135332;-2.57115043874616;-3.06417777247591;-3.46410161513775;-2;-2;-3.46410161513775;-2.59807621135332;-1.5;96
"19970614";67.6;13.8;16.4;19.1;17.8;17.2;7;7;7;7;6;-2.81907786235772;-1.02606042997701;-4.92403876506104;0.868240888334652;-4;-4.89858719658941e-16;-2.29813332935693;1.92836282905962;0.520944533000791;2.95442325903662;97.8
"19970615";59.8;13;17.4;19.8;20.9;19.1;6;6;7;5;7;-0.939692620785908;0.342020143325669;-0.766044443118978;-0.642787609686539;-0.347296355333861;-1.96961550602442;0.684040286651338;1.87938524157182;2;3.46410161513775;67.6
"19970616";63.8;14.1;18.8;20.2;14.1;16;6;6;7;7;7;1;1.73205080756888;0.642787609686539;0.766044443118978;-1.92836282905962;2.29813332935693;-2.05212085995402;5.63815572471545;-1.02606042997701;2.81907786235772;59.8
"19970617";68.4;13.6;16.7;19.1;19.2;20.2;7;7;7;6;2;-5.51091059616309e-16;3;0.694592710667722;3.93923101204883;2.57115043874616;3.06417777247591;2.05212085995401;5.63815572471545;0.694592710667722;3.93923101204883;63.8
"19970618";72.8;9.8;15.5;21.4;19.7;19.1;9;1;1;8;6;0;0;-0.766044443118978;-0.642787609686539;-0.984807753012208;-0.173648177666931;-3.46410161513775;2;-0.766044443118978;-0.642787609686539;68.4
"19970619";62.6;12.2;15.8;16.4;15.2;15.9;8;6;8;8;7;-0.5;-0.866025403784439;-3.75877048314363;1.36808057330267;-4.69846310392954;1.71010071662834;-6.89365427108546;-1.21553724366851;-5.19615242270663;-3;72.8
"19970620";57.6;12.4;14.9;14.9;15.8;16.7;7;8;8;8;7;-0.694592710667721;-3.93923101204883;-2.05212085995401;-5.63815572471545;-4.49951326780578;-5.36231110183285;-4;-6.92820323027551;-5.19615242270663;-3;62.6
"19970621";57.4;13;16.7;14;16.9;15;5;7;6;5;7;-3.46410161513775;-2;-4.59626665871387;-3.85672565811924;-5;-6.12323399573677e-16;-5.36231110183285;-4.49951326780578;-4.92403876506104;-0.868240888334654;57.6
"19970622";62.2;11.4;16.3;15.6;15.2;16.8;2;5;7;7;6;-3.93923101204883;-0.694592710667723;-4.69846310392954;1.71010071662834;-6.92820323027551;4;-3;-3.67394039744206e-16;-5.63815572471545;2.05212085995401;57.4
"19970623";74.4;12.7;16.5;15.3;17.2;16.1;6;8;8;7;7;-3.75877048314363;1.36808057330267;-4.69846310392954;1.71010071662834;-6.12835554495182;5.14230087749231;-3.5;6.06217782649107;-1.71010071662835;4.69846310392954;62.2
"19970624";70.2;13.2;15.5;17.7;17.9;17.6;8;8;8;7;7;-2.95442325903662;0.520944533000791;-2.81907786235773;1.02606042997701;-2.29813332935693;1.92836282905962;-1.5;2.59807621135332;-1.87938524157182;-0.684040286651338;74.4
"19970625";75.4;12.4;13.7;14.6;18.2;16.2;8;8;8;7;7;-2;-3.46410161513775;-2.39414100327968;-6.57784834550136;-3.07818128993102;-8.45723358707318;-5;-6.12323399573677e-16;-6;-7.34788079488412e-16;70.2
"19970702";61.8;10.8;13.7;18.5;16.2;15.8;7;7;5;7;6;-0.939692620785908;0.342020143325669;-0.984807753012208;-0.173648177666931;-5.63815572471545;-2.05212085995401;-6.06217782649107;-3.5;-4.92403876506104;-0.868240888334654;51.6
"19970703";60.6;11.7;15.1;14.1;15.8;17;5;7;7;7;6;-2;-3.46410161513775;-4.33012701892219;-2.5;-3.46410161513775;-2;-4.33012701892219;-2.5;-3.83022221559489;-3.2139380484327;61.8
"19970704";76.4;11.1;15.5;17;15.7;17.4;6;5;7;7;1;-0.939692620785908;-0.342020143325669;-2.95442325903662;0.520944533000791;-4.69846310392954;1.71010071662834;-2.81907786235773;1.02606042997701;-2.05212085995402;5.63815572471545;60.6
"19970705";92.4;13.2;16.8;19.6;20.9;19.7;1;3;5;3;0;-1.92836282905962;2.29813332935693;-2.5;4.33012701892219;-1.36808057330268;3.75877048314363;-0.694592710667721;3.93923101204883;2.05212085995401;5.63815572471545;76.4
"19970706";99.2;10.8;16.2;21.2;23.2;23.1;0;1;1;1;1;0;0;1.28557521937308;1.53208888623796;-1;1.73205080756888;0.520944533000791;2.95442325903662;2.5;4.33012701892219;92.4
"19970707";87.4;12.2;19;24.8;25.6;23.4;6;1;3;5;3;0.17364817766693;0.984807753012208;-0.5;0.866025403784438;1.5;2.59807621135332;3.06417777247591;2.57115043874616;3.85672565811924;4.59626665871387;99.2
"19970708";96.2;15.2;23.1;26;27.3;26.8;0;2;2;3;1;0;0;3.93923101204883;-0.694592710667721;4.69846310392954;1.71010071662834;5.90884651807325;1.04188906600158;5;0;87.4
"19970709";89.4;17;22.7;25;26.3;25.6;0;0;1;2;2;0.684040286651338;1.87938524157182;5.19615242270663;3;5.63815572471545;2.05212085995401;4.33012701892219;2.5;5.63815572471545;2.05212085995401;96.2
"19970710";100.2;16.3;20.8;23.2;25.1;24.1;5;0;1;1;1;-0.347296355333861;1.96961550602442;1.36808057330268;3.75877048314363;-1.02606042997701;2.81907786235772;-2;3.46410161513775;-7.34788079488412e-16;4;89.4
"19970711";94.6;14.2;18.2;22.8;19.9;20.3;9;2;6;8;5;-1;1.73205080756888;-0.694592710667721;3.93923101204883;-1.28557521937308;1.53208888623796;1.71010071662834;4.69846310392954;1.92836282905962;2.29813332935693;100.2
"19970712";71.4;15.9;20.2;22.6;23.2;22.1;2;5;3;7;7;-1;-1.22464679914735e-16;-2;-2.44929359829471e-16;-1.96961550602442;0.347296355333861;-3.93923101204883;-0.694592710667723;-4;-4.89858719658941e-16;94.6
"19970713";76.8;15.8;20.6;24;24.9;24.2;5;6;6;7;6;-0.347296355333861;-1.96961550602442;-0.984807753012208;0.17364817766693;-3;-3.67394039744206e-16;-2.29813332935693;-1.92836282905962;-4.92403876506104;-0.868240888334654;71.4
"19970714";67.8;15.3;17.5;19.8;22;19.6;2;7;6;5;4;-1.92836282905962;2.29813332935693;-1.5;2.59807621135332;-1.02606042997701;2.81907786235772;1.5;2.59807621135332;-0.868240888334652;4.92403876506104;76.8
"19970715";65.6;13.1;19.5;23.5;23.7;24.7;1;4;7;7;3;-1.28557521937308;-1.53208888623796;-1.96961550602442;-0.347296355333861;-2.59807621135332;-1.5;-1.96961550602442;0.347296355333861;-0.642787609686539;-0.766044443118978;67.8
"19970716";67.4;16.7;17.3;20.6;20.2;17.8;7;8;5;4;8;-5.51091059616309e-16;3;2;3.46410161513775;0.694592710667722;3.93923101204883;-1.28587913910472e-15;7;1.21553724366851;6.89365427108546;65.6
"19970717";66.8;15.7;18.1;19.7;22;20.1;8;8;7;6;7;-0.694592710667721;3.93923101204883;-0.520944533000791;2.95442325903662;-3.83022221559489;3.2139380484327;-1.38918542133544;7.87846202409766;-2.5;4.33012701892219;67.4
"19970718";80.2;14.6;16.8;20.3;20.9;20.1;4;7;5;4;0;-1.5;2.59807621135332;-0.868240888334652;4.92403876506104;-0.868240888334652;4.92403876506104;-1.04188906600158;5.90884651807325;-0.868240888334652;4.92403876506104;66.8
"19970719";99.2;12.9;19.6;22.8;24.3;23.1;1;5;4;3;2;-1.73205080756888;1;1.02606042997701;2.81907786235772;1.92836282905962;2.29813332935693;1;1.73205080756888;2.05212085995401;5.63815572471545;80.2
"19970720";99;12.1;20.7;23.9;25.3;24.4;2;3;6;6;5;-0.5;0.866025403784438;3.46410161513775;2;3.75877048314363;1.36808057330267;4.33012701892219;2.5;3.83022221559489;3.2139380484327;99.2
"19970721";98.6;13.9;21.2;24.2;26.2;25.1;3;3;3;3;5;1;1.73205080756888;3.93923101204883;0.694592710667721;3.75877048314363;1.36808057330267;5.90884651807325;1.04188906600158;4.33012701892219;2.5;99
"19970722";109.2;13.4;23.2;26.3;27.3;25.7;1;2;4;3;2;-0.766044443118978;0.642787609686539;2.95442325903662;0.520944533000791;4.69846310392954;1.71010071662834;3.93923101204883;0.694592710667721;2.57115043874616;3.06417777247591;98.6
"19970723";135.6;14.2;22.2;26.7;27.6;24.5;1;4;5;3;1;-1.53208888623796;1.28557521937308;-3.67394039744206e-16;2;0.520944533000791;2.95442325903662;-9.18485099360515e-16;5;-1.10218211923262e-15;6;109.2
"19970724";124.8;13.2;20;24.5;21.8;20.3;7;7;7;8;7;-1.73205080756888;1;-0.642787609686539;0.766044443118978;-4.69846310392954;-1.71010071662834;-4.92403876506104;-0.868240888334654;-4.33012701892219;-2.5;135.6
"19970725";40.2;15.1;15.1;21.1;22.9;21.8;8;8;8;7;7;-2.59807621135332;-1.5;-0.694592710667721;-3.93923101204883;-4.33012701892219;-2.5;-5.90884651807325;1.04188906600158;-4.92403876506104;0.868240888334652;124.8
"19970726";39.4;16.5;19.5;23;24.7;23.3;7;7;7;7;8;0.17364817766693;-0.984807753012208;-2.57115043874616;-3.06417777247591;-3.46410161513775;-2;-5.90884651807325;-1.04188906600158;-4.92403876506104;-0.868240888334654;40.2
"19970727";74.8;18.2;18.9;23;24.5;22.9;7;7;5;3;1;-0.5;0.866025403784438;-5.51091059616309e-16;3;-1.92836282905962;2.29813332935693;-9.18485099360515e-16;5;2.5;4.33012701892219;39.4
"19970728";90.2;13;20.2;24.7;27.2;24;1;2;3;5;6;-0.342020143325669;0.939692620785908;1.53208888623796;1.28557521937308;-0.684040286651339;1.87938524157182;-0.347296355333861;1.96961550602442;3.85672565811924;4.59626665871387;74.8
"19970729";112;14.5;22.8;28.4;30;27.8;5;4;2;6;5;0;0;2.59807621135332;-1.5;1.02606042997701;-2.81907786235772;-3.46410161513775;-2;-3.06417777247591;-2.57115043874616;90.2
"19970730";77.2;15.3;19.6;21.8;23.6;20;6;8;6;3;6;-0.5;-0.866025403784439;-2.5;4.33012701892219;0.694592710667722;3.93923101204883;-0.868240888334652;4.92403876506104;1.04188906600158;5.90884651807325;112
"19970731";67;12.2;17.7;20.8;23.2;19.9;6;7;7;6;7;-0.939692620785908;-0.342020143325669;-3.46410161513775;2;-2.57115043874616;3.06417777247591;-2;3.46410161513775;2.05212085995401;5.63815572471545;77.2
"19970801";74.6;13.2;18.3;21.5;25.3;23.6;7;7;2;1;2;-2.81907786235773;1.02606042997701;-2.59807621135332;1.5;-2.29813332935693;1.92836282905962;-2.29813332935693;1.92836282905962;3;5.19615242270663;67
"19970802";37.4;18.2;19.3;21.7;24;24;8;8;7;8;7;-0.866025403784439;0.5;-0.342020143325669;0.939692620785908;1;1.73205080756888;0.684040286651338;1.87938524157182;1;1.73205080756888;74.6
"19970803";88.8;18.3;21.7;27.6;30.1;29.4;7;7;5;6;2;0.684040286651338;1.87938524157182;0.939692620785908;-0.342020143325669;1.87938524157182;-0.684040286651337;-0.520944533000791;-2.95442325903662;-3.46410161513775;-2;37.4
"19970804";71.2;17.4;22.1;23.2;24.7;23.6;3;2;7;7;6;0;0;-1.87938524157182;0.684040286651337;-1.02606042997701;-2.81907786235773;1.83697019872103e-16;-3;-0.347296355333861;-1.96961550602442;88.8
"19970805";49.8;18.4;19.6;23.1;21.3;22.9;8;7;7;7;7;-1.02606042997701;2.81907786235772;-0.766044443118978;0.642787609686539;-1.96961550602442;-0.347296355333861;0.939692620785908;-0.342020143325669;0.642787609686539;0.766044443118978;71.2
"19970806";87.4;16.7;20.2;24.8;26.6;26.2;6;2;3;3;4;-1;-1.22464679914735e-16;-1.53208888623796;1.28557521937308;-1.96961550602442;0.347296355333861;0.766044443118978;-0.642787609686539;-1.87938524157182;-0.684040286651338;49.8
"19970807";82.6;19.6;23.6;24.1;26.4;24.8;5;7;8;4;6;0.984807753012208;-0.17364817766693;1.87938524157182;-0.684040286651337;0.684040286651338;-1.87938524157182;2.81907786235773;1.02606042997701;-9.18485099360515e-16;5;87.4
"19970808";114.6;16.6;19.7;26.8;29.9;27.1;9;2;1;3;0;0.347296355333861;1.96961550602442;-0.520944533000791;2.95442325903662;0.684040286651338;1.87938524157182;2.29813332935693;1.92836282905962;3.2139380484327;3.83022221559489;82.6
"19970809";121.8;17.3;24.4;29.1;31.2;29.3;1;2;5;6;4;-3.67394039744206e-16;2;0.866025403784439;0.5;1.87938524157182;0.684040286651337;3.83022221559489;3.2139380484327;3.2139380484327;3.83022221559489;114.6
"19970810";142.8;17.5;25.1;31.4;22.7;22.5;4;6;7;7;7;-0.5;0.866025403784438;1.53208888623796;1.28557521937308;4.69846310392954;-1.71010071662834;-3.2139380484327;3.83022221559489;2.59807621135332;1.5;121.8
"19970811";95.4;19.5;20;21.8;24.3;25.8;8;8;8;6;2;-1.53208888623796;-1.28557521937308;-0.5;0.866025403784438;-3.06417777247591;2.57115043874616;-1.92836282905962;2.29813332935693;0;0;142.8
"19970812";131.8;16.5;19;25.8;29.2;28.7;9;3;3;4;2;0.5;0.866025403784439;-0.342020143325669;0.939692620785908;-0.5;0.866025403784438;-0.642787609686539;-0.766044443118978;1.53208888623796;1.28557521937308;95.4
"19970813";84;17.4;22.4;25.2;27.5;24.1;3;4;3;1;1;-0.642787609686539;-0.766044443118978;-2.59807621135332;-1.5;-2.81907786235773;1.02606042997701;-3.46410161513775;2;1.71010071662834;4.69846310392954;131.8
"19970814";102.6;15.7;21.4;26.5;27.9;25;2;5;1;2;7;0.347296355333861;1.96961550602442;1.87938524157182;0.684040286651337;-0.939692620785908;0.342020143325669;1;1.73205080756888;2.5;4.33012701892219;84
"19970815";134.4;18;23;28.5;29.8;28.1;6;3;7;2;3;1.5;2.59807621135332;2.81907786235773;1.02606042997701;3.93923101204883;0.694592710667721;4;0;2;-3.46410161513775;102.6
"19970816";119.4;18.8;24.4;28.7;30.1;20.2;1;4;5;6;5;0;0;1.28557521937308;-1.53208888623796;6.12323399573677e-17;-1;0.766044443118978;-0.642787609686539;0.17364817766693;-0.984807753012208;134.4
"19970817";87.6;17.5;18.3;21;22.8;23.3;8;8;8;7;1;-0.520944533000791;2.95442325903662;-1;1.73205080756888;-0.866025403784439;0.5;0.17364817766693;0.984807753012208;1.5;2.59807621135332;119.4
"19970818";108;17.1;20.2;25.1;26.7;26;5;3;3;5;5;0.684040286651338;1.87938524157182;1.28557521937308;1.53208888623796;1.28557521937308;1.53208888623796;-3.67394039744206e-16;2;-1.02606042997701;2.81907786235772;87.6
"19970819";114;18.4;22.2;27;29;21.8;7;7;7;3;7;0;0;0.984807753012208;-0.17364817766693;-0.342020143325669;0.939692620785908;-1.53208888623796;1.28557521937308;5.19615242270663;-3;108
"19970820";113.8;19.4;25.3;29.4;31.4;30.2;6;3;2;4;2;0.342020143325669;-0.939692620785908;6.12323399573677e-17;-1;0.866025403784439;-0.5;1.28557521937308;1.53208888623796;-0.939692620785908;-0.342020143325669;114
"19970821";83;17.1;20.9;24.6;27.9;27.2;3;4;3;2;4;-1.73205080756888;1;-1.02606042997701;2.81907786235772;-1.53208888623796;1.28557521937308;-1;-1.22464679914735e-16;-3.67394039744206e-16;2;113.8
"19970822";122;16;21.5;26.2;29.1;27.2;3;3;2;3;1;-1.28557521937308;1.53208888623796;-1.83697019872103e-16;1;-1;1.73205080756888;-1.73205080756888;1;2.5;4.33012701892219;83
"19970823";89.8;19;20.7;24;28.4;27.9;9;7;5;1;1;0.642787609686539;0.766044443118978;-2;-2.44929359829471e-16;-2;-3.46410161513775;-1.92836282905962;-2.29813332935693;-1.73205080756888;-1;122
"19970824";92.8;18.5;19.7;26.1;27.2;26.2;8;7;7;7;5;-0.939692620785908;-0.342020143325669;-0.766044443118978;0.642787609686539;-0.766044443118978;-0.642787609686539;-0.866025403784439;-0.5;-1;1.73205080756888;89.8
"19970825";61.6;18.6;19.6;19.4;20.7;20.1;8;8;7;7;5;0.520944533000791;2.95442325903662;-1.92836282905962;2.29813332935693;-0.520944533000791;2.95442325903662;-2.05212085995402;5.63815572471545;1.36808057330268;3.75877048314363;92.8
"19970826";74.6;12.1;16.7;20.9;22;21.4;7;7;6;7;5;-0.642787609686539;0.766044443118978;0.684040286651338;-1.87938524157182;0.17364817766693;-0.984807753012208;2.29813332935693;-1.92836282905962;2.44929359829471e-16;-4;61.6
"19970827";55.8;16.9;17.7;17.5;22.4;20.9;8;7;7;5;3;-1.04188906600158;-5.90884651807325;3.06161699786838e-16;-5;-1.92836282905962;-2.29813332935693;-4.59626665871387;-3.85672565811924;-3.46410161513775;-2;74.6
"19970828";59.6;13.3;17.3;16.8;19;17.6;3;4;7;5;6;-2.57115043874616;-3.06417777247591;-5.19615242270663;-3;-7.51754096628727;-2.73616114660535;-8.86326977710987;-1.56283359900238;-6.57784834550136;2.39414100327968;55.8
"19970829";56.4;13.9;18.1;20.9;20;17.4;4;6;6;7;7;-4.69846310392954;-1.71010071662834;-5.90884651807325;-1.04188906600158;-6.89365427108546;-1.21553724366851;-6.06217782649107;-3.5;-1.36808057330267;-3.75877048314363;59.6
"19970830";44.8;18.8;19.6;20.3;21.8;20.6;8;8;8;6;7;-4.33012701892219;-2.5;-4.33012701892219;-2.5;-4.92403876506104;-0.868240888334654;-4.69846310392954;-1.71010071662834;-2.57115043874616;-3.06417777247591;56.4
"19970831";70.6;17.7;21.3;23.5;23.8;19.9;5;5;4;4;3;3.06417777247591;-2.57115043874616;-1.04188906600158;-5.90884651807325;-6.06217782649107;-3.5;-6.92820323027551;-4;-4.33012701892219;-2.5;44.8
"19970901";62.2;12.5;15.2;19.6;20.9;19.4;6;7;7;4;2;0;0;-1.5;2.59807621135332;-0.342020143325669;-0.939692620785908;-3.67394039744206e-16;2;1.5;2.59807621135332;70.6
"19970902";62.6;10.5;16.8;21.5;22.6;20.6;0;1;3;4;1;0;0;6.12323399573677e-17;-1;-3.75877048314363;-1.36808057330268;-3.83022221559489;-3.2139380484327;-2.59807621135332;-1.5;62.2
"19970903";65.8;12.1;18.3;22.6;23.6;20.4;2;6;6;6;7;0.347296355333861;-1.96961550602442;-2.5;-4.33012701892219;-2.5;-4.33012701892219;-3.85672565811924;-4.59626665871387;-1.36808057330267;-3.75877048314363;62.6
"19970904";52;17.9;17;17.1;18.3;18.5;8;8;8;7;6;-1.92836282905962;-2.29813332935693;1.02606042997701;2.81907786235772;-0.868240888334652;4.92403876506104;1.92836282905962;2.29813332935693;1;1.73205080756888;65.8
"19970905";57;12.4;16;18.6;17.9;17.8;7;7;7;7;4;0.17364817766693;0.984807753012208;0.17364817766693;0.984807753012208;-5.51091059616309e-16;3;-0.694592710667721;3.93923101204883;0.347296355333861;1.96961550602442;52
"19970906";69;9.4;16.6;19.4;20.6;18.2;1;3;4;4;1;-0.642787609686539;-0.766044443118978;-1.5;2.59807621135332;-2;3.46410161513775;-0.694592710667721;3.93923101204883;0.694592710667722;3.93923101204883;57
"19970907";61;10;16.3;19.2;20.4;18.2;7;7;7;7;1;0;0;-1.02606042997701;2.81907786235772;-0.342020143325669;0.939692620785908;-2.57115043874616;3.06417777247591;-1.36808057330268;3.75877048314363;69
"19970908";61;11.5;15;19;20.6;18.5;7;7;8;1;1;0;0;-0.939692620785908;0.342020143325669;0.520944533000791;2.95442325903662;1.71010071662834;4.69846310392954;0.868240888334652;4.92403876506104;61
"19970909";60.2;10.1;14;17.7;20.7;18.2;7;8;8;2;4;0;0;-0.5;0.866025403784438;2.57115043874616;3.06417777247591;3.85672565811924;4.59626665871387;1.36808057330268;3.75877048314363;61
"19970910";83.8;10;16.3;21.4;23.7;21;1;1;1;0;0;1.96961550602442;0.347296355333861;5;0;4.92403876506104;-0.868240888334652;4;0;3;0;60.2
"19970911";90.4;10.4;16.7;22.2;23.9;20.2;4;4;4;3;6;1.73205080756888;-1;-1.5;-2.59807621135332;-4;-4.89858719658941e-16;-3.83022221559489;-3.2139380484327;-3.46410161513775;-2;83.8
"19970912";60.8;14.6;16.4;18;18.3;17;7;7;7;7;7;-1.5;-2.59807621135332;-1.5;-2.59807621135332;-3.2139380484327;-3.83022221559489;-5.90884651807325;1.04188906600158;-2;3.46410161513775;90.4
"19970913";62.6;8.5;14.4;16.8;17.7;15.1;1;2;4;4;1;-2.81907786235772;-1.02606042997701;-3.2139380484327;3.83022221559489;-1.46957615897682e-15;8;0.868240888334652;4.92403876506104;1.36808057330268;3.75877048314363;60.8
"19970914";74;7.6;12.6;17.9;19.7;17.4;7;6;6;1;0;0;0;0.866025403784439;0.5;1.96961550602442;0.347296355333861;1.87938524157182;0.684040286651337;2;0;62.6
"19970915";82;6.5;14.9;20.3;21.4;18.8;1;4;4;6;7;0.642787609686539;-0.766044443118978;0.684040286651338;-1.87938524157182;2.81907786235773;-1.02606042997701;1.96961550602442;0.347296355333861;1.73205080756888;1;74
"19970916";98.4;6.4;15.5;23.1;24.4;21.5;2;5;6;7;5;0;0;0.17364817766693;-0.984807753012208;2.44929359829471e-16;-4;-3.46410161513775;-2;-1.53208888623796;-1.28557521937308;82
"19970917";115.4;8.1;15;24.8;27.4;25.5;5;1;1;1;1;-0.642787609686539;0.766044443118978;0;0;0.684040286651338;-1.87938524157182;-0.520944533000791;-2.95442325903662;-0.939692620785908;-0.342020143325669;98.4
"19970918";111.4;12.9;21.3;28.2;29.7;26.9;1;1;1;1;1;0;0;-1.02606042997701;-2.81907786235773;-2;-3.46410161513775;-1.36808057330267;-3.75877048314363;-0.17364817766693;-0.984807753012208;115.4
"19970919";129;13.1;22.2;28.9;30;26.3;1;1;1;1;3;0.17364817766693;-0.984807753012208;1.28557521937308;-1.53208888623796;2.29813332935693;-1.92836282905962;2.81907786235773;-1.02606042997701;2.81907786235773;1.02606042997701;111.4
